# TR BIM Shared Parameters Master — QA + ÇŞB 2026 + Bina Eleman Sınıflandırması
# Sürüm: 4.0 | Tarih: 2026-03 | ISO 19650 / IFC / ÇŞB 2026 /
# Not:  TR_BES bina eleman sınıflandırması eklenmiştir.
# Do not edit manually.
*META	VERSION	MINVERSION
META	2	1
*GROUP	ID	NAME
GROUP	1	TR-GENEL PROJE BİLGİLERİ
GROUP	2	TR-YAPI BİLGİLERİ
GROUP	3	TR-YANGIN GÜVENLİĞİ (BYKHY 2019)
GROUP	4	TR-DEPREM (TBDY 2018)
GROUP	5	TR-ERİŞİLEBİLİRLİK (TS 9111)
GROUP	6	TR-ENERJİ VERİMLİLİĞİ (BEP-TR)
GROUP	7	TR-ÇŞB POZ NO VE METRAJ
GROUP	8	TR-YAPI DENETİM
GROUP	9	TR-İMAR BİLGİLERİ
GROUP	10	TR-BIM YÖNETİM
GROUP	11	TR-DUVAR ÖZELLİKLERİ
GROUP	12	TR-KAPI ÖZELLİKLERİ
GROUP	13	TR-PENCERE ÖZELLİKLERİ
GROUP	14	TR-DÖŞEME ÖZELLİKLERİ
GROUP	15	TR-ÇATI ÖZELLİKLERİ
GROUP	16	TR-TS500 GENEL BETONARME
GROUP	17	TR-TS500 BA ELEMAN ÖZELLİKLERİ
GROUP	18	TR-TS500 BA DONATILAMA
GROUP	19	TR-TS500 BA KONTROL VE UYGUNLUK
GROUP	20	TR-MEP GENEL (Tesisat Proje Üst Verisi)
GROUP	21	TR-HVAC HAVALANDIRMA VE KLİMA
GROUP	22	TR-ISITMA VE SOĞUTMA SİSTEMİ
GROUP	23	TR-SIHHI TESİSAT (TS EN 806)
GROUP	24	TR-YANGIN TESİSATI (BYKHY 2019)
GROUP	25	TR-ELEKTRİK GÜÇ SİSTEMLERİ
GROUP	26	TR-ZAYIF AKIM SİSTEMLERİ
GROUP	27	TR-MEP QA/QC KONTROL
GROUP	28	TR-MEP METRAJ VE POZ
GROUP	29	TR-SINIFLANDIRMA VE KOD SİSTEMLERİ
GROUP	30	TR-BİNA ELEMAN SINIFLANDIRMASI
GROUP	31	TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI
GROUP	32	TR-MAHAL VE KONUMSAL AYRIŞIM
GROUP	33	TR-IFC İHRAC VE VERİ EŞLEME
GROUP	34	TR-KEŞİF / METRAJ / MALİYET KIRILIMI
GROUP	35	TR-QA VE TESLİM KONTROLÜ
GROUP	36	TR-ILS / BİLGİ GEREKSİNİMİ
*PARAM	GUID	NAME	DATATYPE	DATACATEGORY	GROUP	VISIBLE	DESCRIPTION	USERMODIFIABLE	HIDEWHENNOVALUE
PARAM	f1a00002-0001-0001-0001-000000000008	TR_YukseklikBinaH	LENGTH		2	1	BYKHY göre bina yüksekliği (m)	1	0
PARAM	f1a00002-0001-0001-0001-000000000009	TR_KatYuksekligi	LENGTH		2	1	Net kat yüksekliği (m)	1	0
PARAM	f1a00002-0001-0001-0001-000000000010	TR_TasiyiciSistem	TEXT		2	1	Betonarme/Çelik/Ahşap/Yığma	1	0
PARAM	f1a00002-0001-0001-0001-000000000011	TR_DuvarMalzemesi	TEXT		2	1	Dış duvar malzemesi	1	0
PARAM	f1a00002-0001-0001-0001-000000000012	TR_CatiSistemi	TEXT		2	1	Çatı sistemi tipi	1	0
PARAM	f1a00002-0001-0001-0001-000000000013	TR_IsletimSertifikasi	TEXT		2	1	Bina kullanım sertifikası no	1	0
PARAM	f1a00003-0001-0001-0001-000000000001	TR_YangBinaYuksKat	TEXT		3	1	Bina yükseklik sınıfı (BYKHY)	1	0
PARAM	f1a00003-0001-0001-0001-000000000002	TR_YangKullanimSinifi	TEXT		3	1	Kullanım sınıfı (A1-G)	1	0
PARAM	f1a00003-0001-0001-0001-000000000003	TR_YangTehlikeSinifi	TEXT		3	1	Yangın tehlike sınıfı	1	0
PARAM	f1a00003-0001-0001-0001-000000000004	TR_YangYapiMalSinifi	TEXT		3	1	Yapı malz. yangın sınıfı (A1-F/s/d)	1	0
PARAM	f1a00003-0001-0001-0001-000000000005	TR_YangKacinmaYolu	TEXT		3	1	Kaçınma yolu tipi ve sayısı	1	0
PARAM	f1a00003-0001-0001-0001-000000000006	TR_YangKacisKorMesafe	LENGTH		3	1	Maks. kaçış mesafesi (m)	1	0
PARAM	f1a00003-0001-0001-0001-000000000007	TR_YangMerdiven	TEXT		3	1	Yangın merdiveni tipi	1	0
PARAM	f1a00003-0001-0001-0001-000000000008	TR_YangMerdivenGenislik	LENGTH		3	1	Merdiven genişliği (m)	1	0
PARAM	f1a00003-0001-0001-0001-000000000009	TR_YangDuvarDirenc	TEXT		3	1	Duvar direnç süresi (REI-xx)	1	0
PARAM	f1a00003-0001-0001-0001-000000000010	TR_YangKapiSinifi	TEXT		3	1	Yangın kapısı sınıfı (EI30/EI60/EI90)	1	0
PARAM	f1a00003-0001-0001-0001-000000000011	TR_YangSprinklerVarMi	YESNO		3	1	Sprinkler sistemi var mı?	1	0
PARAM	f1a00003-0001-0001-0001-000000000012	TR_YangSprinklerTipi	TEXT		3	1	Sprinkler sistemi tipi	1	0
PARAM	f1a00003-0001-0001-0001-000000000013	TR_YangDumTasBarieri	YESNO		3	1	Duman taşıma bariyeri var mı?	1	0
PARAM	f1a00003-0001-0001-0001-000000000014	TR_YangDumKontrolSis	TEXT		3	1	Duman kontrol sistemi tipi	1	0
PARAM	f1a00003-0001-0001-0001-000000000015	TR_YangIhbarSistemi	TEXT		3	1	Yangın ihbar sistemi tipi	1	0
PARAM	f1a00003-0001-0001-0001-000000000016	TR_YangHidrantVarMi	YESNO		3	1	Yangın hidrantı var mı?	1	0
PARAM	f1a00003-0001-0001-0001-000000000017	TR_YangSigortaZonNo	TEXT		3	1	Yangın güvenlik zonu no	1	0
PARAM	f1a00003-0001-0001-0001-000000000018	TR_YangAcilIsikVarMi	YESNO		3	1	Acil durum aydınlatma var mı?	1	0
PARAM	f1a00003-0001-0001-0001-000000000019	TR_YangYonlendirmeVarMi	YESNO		3	1	Acil durum yönlendirme var mı?	1	0
PARAM	f1a00003-0001-0001-0001-000000000020	TR_YangSiginmaAlani	AREA		3	1	Yangın sığınma alanı (m2)	1	0
PARAM	f1a00004-0001-0001-0001-000000000001	TR_DepremBolgesi	TEXT		4	1	Deprem bölgesi DD-1/DD-2/DD-3/DD-4	1	0
PARAM	f1a00004-0001-0001-0001-000000000002	TR_DepremYerTipi	TEXT		4	1	Zemin tipi ZA/ZB/ZC/ZD/ZE/ZF	1	0
PARAM	f1a00004-0001-0001-0001-000000000003	TR_DepremBinaDPS	TEXT		4	1	Deprem performans seviyesi (BKS-1/2/3)	1	0
PARAM	f1a00004-0001-0001-0001-000000000004	TR_DepremKullanim	TEXT		4	1	Kullanım sınıfı KKS-1/KKS-2/KKS-3	1	0
PARAM	f1a00004-0001-0001-0001-000000000005	TR_DepremTasiyiciSis	TEXT		4	1	Depreme dayanıklı taşıyıcı sistem tipi	1	0
PARAM	f1a00004-0001-0001-0001-000000000006	TR_DepremPerdeSistem	TEXT		4	1	Perde duvar sistemi	1	0
PARAM	f1a00004-0001-0001-0001-000000000007	TR_DepremSismikAnaliz	TEXT		4	1	Sismik analiz yöntemi	1	0
PARAM	f1a00004-0001-0001-0001-000000000008	TR_DepremSs	NUMBER		4	1	Kısa periyot spektral ivme Ss (g)	1	0
PARAM	f1a00004-0001-0001-0001-000000000009	TR_DepremS1	NUMBER		4	1	1 sn periyot spektral ivme S1 (g)	1	0
PARAM	f1a00004-0001-0001-0001-000000000010	TR_DepremPGA	NUMBER		4	1	PGA (g) tepe zemin ivmesi	1	0
PARAM	f1a00004-0001-0001-0001-000000000011	TR_DepremGuclenDurumu	TEXT		4	1	Güçlendirme durumu	1	0
PARAM	f1a00004-0001-0001-0001-000000000012	TR_DepremIzolasyonVarMi	YESNO		4	1	Sismik izolasyon var mı?	1	0
PARAM	f1a00005-0001-0001-0001-000000000001	TR_EngRampaVarMi	YESNO		5	1	Engelli rampası var mı? (TS 9111)	1	0
PARAM	f1a00005-0001-0001-0001-000000000002	TR_EngRampaEgimi	NUMBER		5	1	Rampa eğimi maks. (%) TS 9111	1	0
PARAM	f1a00005-0001-0001-0001-000000000003	TR_EngAsansorVarMi	YESNO		5	1	Engelli asansörü var mı?	1	0
PARAM	f1a00005-0001-0001-0001-000000000004	TR_EngWCVarMi	YESNO		5	1	Engelli WC var mı?	1	0
PARAM	f1a00005-0001-0001-0001-000000000005	TR_EngOtoparkVarMi	YESNO		5	1	Engelli otoparkı var mı?	1	0
PARAM	f1a00005-0001-0001-0001-000000000006	TR_EngKapiGenislik	LENGTH		5	1	Engelli kapı genişliği min. 90 cm	1	0
PARAM	f1a00005-0001-0001-0001-000000000007	TR_EngHissedilebilirYuzey	YESNO		5	1	Hissedilebilir yüzey var mı?	1	0
PARAM	f1a00005-0001-0001-0001-000000000008	TR_EngBrailleTabela	YESNO		5	1	Braille/sesli tabelalar var mı?	1	0
PARAM	f1a00005-0001-0001-0001-000000000009	TR_EngSertifikaDurumu	TEXT		5	1	TS 9111 uygunluk belgesi durumu	1	0
PARAM	f1a00005-0001-0001-0001-000000000010	TR_EngGecisGenislikKoridor	LENGTH		5	1	Koridor serbest geçiş genişliği (m)	1	0
PARAM	f1a00006-0001-0001-0001-000000000001	TR_EnerjiSinifi	TEXT		6	1	Bina enerji sınıfı A+/A/B/C/D/E/F/G (BEP-TR)	1	0
PARAM	f1a00006-0001-0001-0001-000000000002	TR_IklimBolgesi	TEXT		6	1	İklim bölgesi 1-4 (TS 825)	1	0
PARAM	f1a00006-0001-0001-0001-000000000004	TR_CercevePencereUw	NUMBER		6	1	Pencere Uw değeri (W/m2K)	1	0
PARAM	f1a00006-0001-0001-0001-000000000006	TR_ZeminKatUDegeri	NUMBER		6	1	Zemin kat döşemesi U değeri (W/m2K)	1	0
PARAM	f1a00006-0001-0001-0001-000000000007	TR_IsitmaSistemi	TEXT		6	1	Isıtma sistemi tipi	1	0
PARAM	f1a00006-0001-0001-0001-000000000008	TR_SogutmaSistemi	TEXT		6	1	Soğutma sistemi tipi	1	0
PARAM	f1a00006-0001-0001-0001-000000000009	TR_HavalandirmaSistemi	TEXT		6	1	Havalandırma sistemi tipi	1	0
PARAM	f1a00006-0001-0001-0001-000000000010	TR_YenilenebilirEnerji	TEXT		6	1	Yenilenebilir enerji sistemi (GES/RES vb)	1	0
PARAM	f1a00006-0001-0001-0001-000000000011	TR_PrimaryEnerjiTuketim	NUMBER		6	1	Birincil enerji tüketimi (kWh/m2.yıl)	1	0
PARAM	f1a00006-0001-0001-0001-000000000012	TR_CO2Emisyon	NUMBER		6	1	CO2 emisyon değeri (kg/m2.yıl)	1	0
PARAM	f1a00006-0001-0001-0001-000000000013	TR_BepTrRaporNo	TEXT		6	1	BEP-TR hesap raporu referans no	1	0
PARAM	f1a00006-0001-0001-0001-000000000003	TR_DuvarUDegeri	NUMBER		6	1	Dış duvar U değeri (W/m2K)	1	0
PARAM	f1a00006-0001-0001-0001-000000000005	TR_CatiUDegeri	NUMBER		6	1	Çatı/teras U değeri (W/m2K)	1	0
PARAM	f1a00007-0001-0001-0001-000000000001	TR_PozNo	TEXT		7	1	ÇŞB/YİGM poz numarası	1	0
PARAM	f1a00007-0001-0001-0001-000000000002	TR_PozAdi	TEXT		7	1	Poz adı (birim fiyat kitabına göre)	1	0
PARAM	f1a00007-0001-0001-0001-000000000003	TR_PozBirim	TEXT		7	1	Birim (m, m2, m3, adet, ton vb)	1	0
PARAM	f1a00007-0001-0001-0001-000000000004	TR_PozMiktar	NUMBER		7	1	Miktar (hesaplanan)	1	0
PARAM	f1a00007-0001-0001-0001-000000000005	TR_PozBirimFiyat	CURRENCY		7	1	Birim fiyat (TL)	1	0
PARAM	f1a00007-0001-0001-0001-000000000006	TR_PozToplamTutar	CURRENCY		7	1	Toplam tutar (TL)	1	0
PARAM	f1a00007-0001-0001-0001-000000000007	TR_PozMahalNo	TEXT		7	1	Mahal / bölge numarası	1	0
PARAM	f1a00007-0001-0001-0001-000000000008	TR_PozImalatTuru	TEXT		7	1	İmalat türü (Kaba/İnce/Tesisat/Elektrik)	1	0
PARAM	f1a00007-0001-0001-0001-000000000009	TR_PozDahilMi	YESNO		7	1	Metraj programına dahil mi?	1	0
PARAM	f1a00007-0001-0001-0001-000000000010	TR_PozNot	TEXT		7	1	Poz açıklama notu	1	0
PARAM	f1a00008-0001-0001-0001-000000000001	TR_YapDenetFirmasi	TEXT		8	1	Yapı denetim kuruluşu adı	1	0
PARAM	f1a00008-0001-0001-0001-000000000002	TR_YapDenetFirmaYetNo	TEXT		8	1	Yapı denetim yetki belgesi no	1	0
PARAM	f1a00008-0001-0001-0001-000000000003	TR_RuhsatNo	TEXT		8	1	Yapı ruhsatı numarası	1	0
PARAM	f1a00008-0001-0001-0001-000000000004	TR_RuhsatTarihi	TEXT		8	1	Yapı ruhsatı tarihi	1	0
PARAM	f1a00008-0001-0001-0001-000000000005	TR_MuteahhitUnvani	TEXT		8	1	Müteahhit firma ünvanı	1	0
PARAM	f1a00008-0001-0001-0001-000000000006	TR_MuteahhitYKN	TEXT		8	1	Müteahhit YKN (Yapı Kimlik No)	1	0
PARAM	f1a00008-0001-0001-0001-000000000007	TR_IsverenVergiNo	TEXT		8	1	İşveren vergi / TC kimlik no	1	0
PARAM	f1a00008-0001-0001-0001-000000000008	TR_YapiSeviyesi	TEXT		8	1	Yapı seviyesi: Temel/Kaba/İnce/Teslim	1	0
PARAM	f1a00009-0001-0001-0001-000000000001	TR_IlIlce	TEXT		9	1	İl / İlçe adı	1	0
PARAM	f1a00009-0001-0001-0001-000000000002	TR_AdaNo	TEXT		9	1	Ada numarası	1	0
PARAM	f1a00009-0001-0001-0001-000000000003	TR_ParselNo	TEXT		9	1	Parsel numarası	1	0
PARAM	f1a00009-0001-0001-0001-000000000004	TR_TAKS	NUMBER		9	1	Taban alanı kat sayısı TAKS	1	0
PARAM	f1a00009-0001-0001-0001-000000000005	TR_KAKS	NUMBER		9	1	Kat alanı kat sayısı KAKS (EMSAL)	1	0
PARAM	f1a00009-0001-0001-0001-000000000006	TR_MaxYukseklik	LENGTH		9	1	İmar maks. bina yüksekliği (m)	1	0
PARAM	f1a00009-0001-0001-0001-000000000007	TR_OnCekmeMesafesi	LENGTH		9	1	Ön cephe çekme mesafesi (m)	1	0
PARAM	f1a00009-0001-0001-0001-000000000008	TR_YanCekmeMesafesi	LENGTH		9	1	Yan cephe çekme mesafesi (m)	1	0
PARAM	f1a00009-0001-0001-0001-000000000009	TR_ArkaKcekmeMesafesi	LENGTH		9	1	Arka cephe çekme mesafesi (m)	1	0
PARAM	f1a00009-0001-0001-0001-000000000010	TR_ImarDurumu	TEXT		9	1	İmar durumu belgesi no	1	0
PARAM	f1a00010-0001-0001-0001-000000000001	TR_LODSeviyesi	TEXT		10	1	LOD seviyesi (100/200/300/350/400/500)	1	0
PARAM	f1a00010-0001-0001-0001-000000000002	TR_LOISeviyesi	TEXT		10	1	LOI seviyesi (bilgi detay seviyesi)	1	0
PARAM	f1a00010-0001-0001-0001-000000000003	TR_Disiplin	TEXT		10	1	Disiplin kodu (MIM/INS/MEK/ELK/YAN)	1	0
PARAM	f1a00010-0001-0001-0001-000000000004	TR_IFCSurumu	TEXT		10	1	IFC sürümü (IFC2x3/IFC4/IFC4.3)	1	0
PARAM	f1a00010-0001-0001-0001-000000000005	TR_KoordinatSistemi	TEXT		10	1	Koordinat sistemi (ITRF96 Türkiye)	1	0
PARAM	f1a00010-0001-0001-0001-000000000006	TR_ModelDurumu	TEXT		10	1	Model durum kodu S0/S1/S2/S3/S4	1	0
PARAM	f1a00010-0001-0001-0001-000000000007	TR_OlusturmaTarihi	TEXT		10	1	Model oluşturma tarihi (YYYY-AA-GG)	1	0
PARAM	f1a00010-0001-0001-0001-000000000008	TR_SonGuncellemeTarihi	TEXT		10	1	Son güncelleme tarihi	1	0
PARAM	f1a00010-0001-0001-0001-000000000009	TR_ModelSorumlusu	TEXT		10	1	BIM model sorumlusu adı	1	0
PARAM	f1a00010-0001-0001-0001-000000000010	TR_FazBilgisi	TEXT		10	1	Proje fazı (Var/Yıkılacak/Yeni İnşaat)	1	0
PARAM	bbda443e-3dfc-42e5-9f7a-3f2471698419	bSTR_Grup	TEXT		10	1	bSTR grup kodu (Bakanlık CADD standardı)	1	0
PARAM	13d32f6d-c04e-4a08-be87-0c973cc83395	bSTR_LOD	TEXT		10	1	bSTR LOD seviyesi	1	0
PARAM	455c437a-504a-446b-8e6f-fcdaa4b571af	bSTR_Disiplin	TEXT		10	1	bSTR disiplin kodu	1	0
PARAM	682ef099-1ca6-4c4a-b585-714bfafb42b5	bSTR_Kod	TEXT		10	1	bSTR eleman kodu (örn: S-BET-09, M-DUV-01)	1	0
PARAM	5107f9bb-d1b8-49f5-a1c8-ad697da2476f	bSTR_Eleman	TEXT		10	1	bSTR eleman adı	1	0
PARAM	f1a00011-0001-0001-0001-000000000001	TR_DuvarTipi	TEXT		11	1	Duvar tipi: Dış/İç/Yangın/Strüktürel	1	0
PARAM	f1a00011-0001-0001-0001-000000000002	TR_DuvarKalinligi	LENGTH		11	1	Duvar toplam kalınlığı (mm)	1	0
PARAM	f1a00011-0001-0001-0001-000000000003	TR_DuvarYapimTuru	TEXT		11	1	Yapım türü: Tuğla/YTong/Beton/Çelik vb	1	0
PARAM	f1a00011-0001-0001-0001-000000000004	TR_DuvarYalitimTipi	TEXT		11	1	Isı yalıtım tipi ve kalınlığı	1	0
PARAM	f1a00011-0001-0001-0001-000000000005	TR_DuvarREI	TEXT		11	1	Yangın direnç sınıfı REI-30/60/90/120	1	0
PARAM	f1a00011-0001-0001-0001-000000000006	TR_DuvarSesYalitim	NUMBER		11	1	Ses yalıtım değeri Rw (dB)	1	0
PARAM	f1a00011-0001-0001-0001-000000000007	TR_DuvarUDegeri	NUMBER		11	1	U değeri (W/m2K)	1	0
PARAM	f1a00011-0001-0001-0001-000000000008	TR_DuvarDisKaplama	TEXT		11	1	Dış kaplama malzemesi	1	0
PARAM	f1a00011-0001-0001-0001-000000000009	TR_DuvarIcKaplama	TEXT		11	1	İç kaplama malzemesi	1	0
PARAM	f1a00011-0001-0001-0001-000000000010	TR_DuvarPozNo	TEXT		11	1	ÇŞB poz numarası	1	0
PARAM	f1a00012-0001-0001-0001-000000000001	TR_KapiTipi	TEXT		12	1	Kapı tipi: Ahşap/Çelik/Alüm/Cam/PVC	1	0
PARAM	f1a00012-0001-0001-0001-000000000002	TR_KapiGenislik	LENGTH		12	1	Kapı serbest geçiş genişliği (mm)	1	0
PARAM	f1a00012-0001-0001-0001-000000000003	TR_KapiYukseklik	LENGTH		12	1	Kapı yüksekliği (mm)	1	0
PARAM	f1a00012-0001-0001-0001-000000000004	TR_KapiYangınSinifi	TEXT		12	1	Yangın sınıfı: EI30/EI60/EI90/EI120	1	0
PARAM	f1a00012-0001-0001-0001-000000000005	TR_KapiEngelli	YESNO		12	1	Engelliye uygun kapı mı? (TS 9111)	1	0
PARAM	f1a00012-0001-0001-0001-000000000006	TR_KapiPanikBar	YESNO		12	1	Panik bar var mı?	1	0
PARAM	f1a00012-0001-0001-0001-000000000007	TR_KapiAcilisYonu	TEXT		12	1	Açılış yönü: İçe/Dışa/Sürgülü/Döner	1	0
PARAM	f1a00012-0001-0001-0001-000000000008	TR_KapiKilitTipi	TEXT		12	1	Kilit tipi ve aksesuar bilgisi	1	0
PARAM	f1a00012-0001-0001-0001-000000000009	TR_KapiUretici	TEXT		12	1	Üretici firma ve ürün kodu	1	0
PARAM	f1a00012-0001-0001-0001-000000000010	TR_KapiPozNo	TEXT		12	1	ÇŞB poz numarası	1	0
PARAM	f1a00012-0001-0001-0001-000000000011	TR_KapiUDegeri	NUMBER		12	1	Kapı Ud değeri (W/m2K)	1	0
PARAM	f1a00012-0001-0001-0001-000000000012	TR_KapiSesYalitim	NUMBER		12	1	Ses yalıtım değeri Rw (dB)	1	0
PARAM	f1a00013-0001-0001-0001-000000000001	TR_PencereTipi	TEXT		13	1	Pencere tipi: Alüm/PVC/Ahşap/Cam Giyd	1	0
PARAM	f1a00013-0001-0001-0001-000000000002	TR_PencereGenislik	LENGTH		13	1	Pencere genişliği (mm)	1	0
PARAM	f1a00013-0001-0001-0001-000000000003	TR_PencereYukseklik	LENGTH		13	1	Pencere yüksekliği (mm)	1	0
PARAM	f1a00013-0001-0001-0001-000000000004	TR_PencereCamTipi	TEXT		13	1	Cam tipi: Isıcam 4+16+4 vb	1	0
PARAM	f1a00013-0001-0001-0001-000000000005	TR_PencereUDegeri	NUMBER		13	1	Uw değeri (W/m2K) TS 825	1	0
PARAM	f1a00013-0001-0001-0001-000000000006	TR_PencereSHGC	NUMBER		13	1	Güneş ısı kazanım katsayısı SHGC/g	1	0
PARAM	f1a00013-0001-0001-0001-000000000007	TR_PencereAcilmaTipi	TEXT		13	1	Açılma tipi: Sabit/Kanatlı/Sürgülü	1	0
PARAM	f1a00013-0001-0001-0001-000000000008	TR_PencereCerceveSistemi	TEXT		13	1	Çerçeve sistemi (60mm/70mm/80mm sistem)	1	0
PARAM	f1a00013-0001-0001-0001-000000000009	TR_PencereSesYalitim	NUMBER		13	1	Ses yalıtım değeri Rw (dB)	1	0
PARAM	f1a00013-0001-0001-0001-000000000010	TR_PencerePozNo	TEXT		13	1	ÇŞB poz numarası	1	0
PARAM	f1a00013-0001-0001-0001-000000000011	TR_PencereUretici	TEXT		13	1	Üretici firma ve ürün kodu	1	0
PARAM	f1a00013-0001-0001-0001-000000000012	TR_PencereEmniyet	YESNO		13	1	Emniyet camı var mı? (lamine/temperli)	1	0
PARAM	f1a00014-0001-0001-0001-000000000001	TR_DosemeTipi	TEXT		14	1	Döşeme tipi: Betonarme/Kompozit/Ahşap	1	0
PARAM	f1a00014-0001-0001-0001-000000000002	TR_DosemeKalinligi	LENGTH		14	1	Döşeme toplam kalınlığı (mm)	1	0
PARAM	f1a00014-0001-0001-0001-000000000003	TR_DosemeKaplama	TEXT		14	1	Kaplama malzemesi: Seramik/Granit/Ahşap	1	0
PARAM	f1a00014-0001-0001-0001-000000000004	TR_DosemeREI	TEXT		14	1	Yangın direnç sınıfı REI	1	0
